average_stars,compliments,elite,fans,friends,name,review_count,type,user_id,votes,yelping_since
1.6,{},[],0,[],Nick,10,user,AlnzKUoKwpla3buxcSPLmQ,"{'funny': 7, 'useful': 10, 'cool': 3}",2009-07
3.29,{},[],0,[],Christian,7,user,JuIv2jU0Cq1G5UY1HskdeQ,"{'funny': 3, 'useful': 21, 'cool': 3}",2007-08
3.97,"{'note': 1, 'cool': 1, 'writer': 1, 'more': 1}",[],0,"['BaXgT8NGTnWjNUUnOdpRWA', 'cfWxkTMQoUnuN889dGUDwg']",Roger,27,user,FNYRj_Ych8NA4DWRhBonMg,"{'funny': 1, 'useful': 19, 'cool': 10}",2010-05
1.0,{},[],0,[],Hareton,1,user,0PEB94rrs29_1KZgjECPpQ,"{'funny': 0, 'useful': 0, 'cool': 0}",2013-01
3.529999999999999,"{'profile': 1, 'cute': 13, 'funny': 33, 'plain': 24, 'writer': 12, 'list': 1, 'note': 21, 'photos': 3, 'hot': 62, 'cool': 69, 'more': 6}","[2008, 2009, 2010, 2011]",22,"['anTtulQ9G2b3SipCEwGVHg', 'WsPgO3ycZjRp7wFh18JdMQ', '7uxXuCcpw9-mUS3OJVw8aQ', 'p64irD26M0-tgKj0z1jgKw', 'XL9D0wXPLcmNox-d9XDfTg', 'w6Vv-kldGpmvSGqXvTbAdQ', 'gWcz4QFTW76q8VtpIlZEHQ', 'OwcvQW8hbLjcU8eW-1xCIw', 'AYQKc-vHCAKiJ0NaijAOkA', 'MMCiQSRLdhyUzkHyksST_w', 'cv-NyIpK12ePpdG_JsMCVg', 'eTeQp28_mMoImh9c4l2xxA', 'OkPQrKJiRkmbvQpZu4EE6w', 'uePTLkka-CXvuoIk1d1Ucw', 'ZkAcnPd7yuMB8NG_VfaF4A', '6pykKmGnZ9E4qehKUVCDHA', 'upEc_4-9Sxts9X9yUURRBw', 'MTVsyoL3dajP7VS4iuLP4Q', '1T7sS2uH8MwodMiosz4wkg', 'JcJwC-NxaVJ6xUTYpC9AMw', 'AaZdXn0I6F5bdIVwGpxdDA', 'nb2wZQ-DL7Bn72N_h9NMXw', 'A1wd1JFvG3jF4GLJQKCaKw', 'qm24FjqzuhQqAWGm7VRSYA', 'Lw2ix3qoY7V15se33597Zg', '1pWBn1HCfnwll8z5VGud0w', 'H462KuqvBd4oHztPhQfltA', 'bnVjfyPIsh1dQ8iC1zXNkw', '44R1syuo0et8sLtRnCojkw', '8VlvzNAIdWGkPpK1lX5EzQ', 'ci9el3Z9rSmtgXWAFKE7hQ', 'bpv6xfY16mUNEme_S8zfyQ', 'ZmSKVX7q0GVXxmVFUcqGDQ', 'uE7jv7qItkIMCCItQRSIbQ', 'hiKGfyZXis3FBo0dqLIxMQ', 'pYsYs7eQ9SWqAaQS0xoRLA', 'dBd_1e0NABLVtxO6S6osjg', '7nUH6CVxrBYeKZq5zWEs3g', 'rb94j6oofp84stiy6JAOcg', 'pJp16YQoB_qqkLKboKQcKQ', 'VSRmWUjNkSSeV7PLBOuh1A', 'pDRb-eS7lcBQ__pJz072Ng', '4Yi6kvoAqA8pUZKTxwUxFw', 's74Gi6-mS5J5WnwGHKORfg', 'JEgsPIdN8SlYR9uG0QNkHQ', 'EMoGzQMy6x02kUcBADdMTA', 'AAUaTHRJ67fJNc7QOwMpXg', 'Clrs41zZbT9IfHlnWN9vIw', 'VDHUtEnPh54OJiYow91d3A', 'RLrzO8HyZ5EwDj2NZVGuzA', 'p_srQNxRVU90hFvylbhk9A', 't-27_YZKsk9tMbAiwQKCwQ', 'HlkS67AfAU7IZArCHwC-Sg', 'fr3HXiNw5JiIIspADCS5gA', 'dU4e8T9VW-Np6LHkWFQLrQ', 'tUZJLGiAJs2KhYKEE44QdA', 'PWXJpyVyAKtVehw4suOimg', 'rjJJ8QQg-eqb7mgMxArgBA', 'LA31dq4XOET3GkbeihxNXQ', 'vAX5VC7Zdk-BTxRa7CC6OQ', 'q3kcZKVht4z6lLOaxRgn3g', 'eZbuwD3okMObLRWlFi_U5A', 'PHrPDWUCtCmkwx_gzTMGCQ', 'eEWmrzQwfz7zo3s_v1KUwQ', 'bt6VADE1ug4s3Su0JYwbwg', '4kM93VG50TmdxnZtkCsLqA', 'aaton9Cy93Ae-7Kr-OEr9g', 'CO32qpqW0YYTmumQVTtTAw', 'PEGilEPFwwu9be8EgjOWlQ', '1gY1N3pkxTzh7kK4BxANyw']",Tiffany,422,user,f8VHhBNt7DEiOhXvPPI8Jw,"{'funny': 426, 'useful': 673, 'cool': 430}",2007-05
5.0,{},[],0,[],Bill,1,user,6iw9JP7ycISTJywP9-8c6g,"{'funny': 0, 'useful': 0, 'cool': 0}",2014-05
4.29,"{'plain': 1, 'hot': 1}",[],0,"['nYr70NE6VZAqRJHI3pQMnw', '6X1mLhiEv5aMmAFiqSN_zw', 'SVb8vkgYP6YbIkhsYrWpPQ', 'oq3c18jccSoc7oHDdLenaQ', 'Z6nkP0LZj06M0XwKq3zG8w', 'oB4Jm1JyS8NH69noJmaUUg', 'cXedt-82ClU7UFTvD-xr8Q', 'zPjxhDEzrRQV-D2NIoQmKw', 's6xVtd8oRIu87JhUDvE_mA']",Eric,32,user,UocrZsngzDSXM5xR-r8AlA,"{'funny': 4, 'useful': 18, 'cool': 6}",2008-10
3.79,"{'profile': 1, 'funny': 7, 'cute': 1, 'plain': 7, 'list': 1, 'note': 7, 'hot': 9, 'cool': 11, 'more': 4}",[],7,"['hPc4-h1-RZT6T2OXJQoqgQ', '0bNXP9quoJEgyVZu9ipGgQ', 'sALB8-F04S9VcZMF_GkGUA', 'M0t_ei3e7Uoe5yPyoEVWLQ', 'B63qAIvH3jVUlA6ssqVSnA', 'xZvRLPJ1ixhFVomkXSfXAw', '4ozupHULqGyO42s3zNUzOQ', 'ez3AXTDwueKEwwx3-8qJDw', 'dPnw4bxPIek_hbTF-JYoFg', 'F6QsMoJdvtohlbnST-fDyQ', 'tfaduKtPP6eTp6IVfyCsmA', 'kffxYQVQsEpF1DVlQlcGCg']",Sage,71,user,bGjGAC_emJT3hWySi05QXQ,"{'funny': 90, 'useful': 162, 'cool': 101}",2010-09
5.0,{},[],0,[],Rodger,1,user,UX-iNuG-rGGQZ5us93T38g,"{'funny': 0, 'useful': 0, 'cool': 0}",2013-06
3.319999999999999,{},[],2,"['jSscLxd5RlxGRtKVu3Milw', 'btxiL6v3kfC8jhmwlgHvpg']",Joseph,22,user,XHgLvR6nwS2W1Yxw_qy5xQ,"{'funny': 7, 'useful': 34, 'cool': 10}",2011-12
1.0,{},[],0,"['lALsaGnv40P57k4Py8kJ3A', 'cYrCYVxtMF0JbyrweVNYAA', 'Hq1-uVMxs6QSyEM8EFwa0Q', 'Tnh2elaJb8osgEDljtu77g', 'RSh5zQMRTCD8RBfkzqv6fQ']",Jr.,1,user,6pB9hbC5Q6XurR6OHYMhFw,"{'funny': 0, 'useful': 1, 'cool': 0}",2012-10
4.049999999999999,{},[],1,[],Anna,53,user,a-uL21A_1aQknyZjWFs59g,"{'funny': 12, 'useful': 45, 'cool': 10}",2012-08
4.04,"{'cute': 1, 'funny': 3, 'plain': 26, 'writer': 3, 'note': 22, 'photos': 1, 'hot': 38, 'more': 1, 'cool': 22}","[2010, 2014]",7,"['LroJKi7_BWqDT7lbHvt6kg', 'DrKQzBFAvxhyjLgbPSW2Qw', '3dItnvUtKYCDyhcJrxtowg', 'UKn3yyuoEWM6g11wIr_bgw', 'kGgAARL2UmvCcTRfiscjug', 'r5vDrlFu45VK6kW4vyuvMg', 'mmkyimL8bowFXihupDXdlg', 'Djgq0j3a8dylLDRsW7-1Jw', '2dYQ6Z3aynZmt_O2Wejl8A', 'yGpKBraIyHM8kaNlNVKVgA', 'EcFydWvO9D9jCBUgLSMzKA', 'j2Tu7_pzuCNVRN9kGGpZ5A', 'bmXuGmfu9LahwRMLjs5OXA', 'bIsZD5qgzNXJECWZ8S6fQg', 'UTGqubcmDv1cNe5-k8-OeA', 'gBID8jIwsQIE5W_Zr0Vhjg', '0IAOkW3KD1Dsx2hnwb0CSA', 'e_xPiYSiemLE7qzcsMpWzA', 'dQhd0Wfn59TYWf2GVukEww', 'H23KoR8A_iQ1RgDZhVqwCw', 'BDxgg70iKe10XtmntuAy_A', 'WaIs-oExcxVHHoAPbf_8CA', 'Gq76Me8hv8s7Ab9nECGDeA', 'xm34oeXnAFtWSi0katruUQ', '-aT4WqFiesHkMF7BF6RI5g', 'utcN2FtmIymOprcfFS-Tfg', 'qhooXf7Uh8NP3mX6YG3Drw', 'avX0TWESHt1vMOyAIP38ww', 'SrjtkJx8VM-Lb_SXpFxTwA', '6IHcb7PC6qiYR9qEsBieVQ', 'NduGDKc6hLcb1S6OtW62XQ', 'WYLynFCS994Vsb8T6OE7FA', 'olKIOr2PVh0gLcblu2ZONg', 'H-BcwZd54EeRqZzfSjfwIA', 'ibKivPRP-1flWnpl9sBcCQ', 'w8pZYayZQY5PmywZQ83KRw', 'Z4Oev_FPfgBdtHbaKl7VNw']",Danielle,283,user,9xjnMhMpTiJXj4nig4NNUg,"{'funny': 81, 'useful': 359, 'cool': 200}",2009-10
4.129999999999999,{'cool': 1},[],0,"['2sgAJ-0jaZfjEGNmlwtIfw', 'c8A5po77xmeWcjOCtunM5g']",Casey,15,user,7oDf-pJk-zLEUDGpBzjEhg,"{'funny': 4, 'useful': 13, 'cool': 3}",2010-03
4.5,{},[],0,"['UphNlUHXr7nxOz8L33tV-Q', 'krJlOaMEAtakQOsFwI_qag']",Dr-Daniel,8,user,H3uTB9bs2_E0vzqhZFwyaQ,"{'funny': 0, 'useful': 2, 'cool': 0}",2010-12
3.859999999999999,{'profile': 1},[],1,['kWfiahZqO-x-LMBxrJ0KsA'],Colby,7,user,XcsvuTbbkiNAzamLK7yi-g,"{'funny': 0, 'useful': 4, 'cool': 1}",2012-05
3.029999999999999,{'writer': 1},[],0,[],Gary,29,user,W479KqxerR6M7ruQSwZtmQ,"{'funny': 9, 'useful': 20, 'cool': 6}",2013-05
3.81,"{'cute': 1, 'plain': 3, 'writer': 1, 'note': 1, 'photos': 2, 'hot': 2, 'cool': 2}",[],2,"['AO7fRv6Wq-322AZXAWbgXw', 'Kv_1PwkQR06oJjnBNBv2eA', 'rmXF-p4JV53jYwsVErVUdA', 'zNv5ggykQ1YdrXeAc8vNHQ', 'V_M3Z9dTB6ZdwxhO22VICA', 'UOYJEm4M_xfgaCGOglwxlg', 'TtWRLRZp_Ux6HmzpXCD5xA', 'RdonZ-Yd5F0_QBQlMNRiMQ', 'fdTbW-P97Gqob2DwD9d7fw', 'XuVeswVBiG7bye8-k731ag', 'L4fXk9Qi7yCOJr4VUyUS0g', '27RZiDAAzsHP2HJ2uAh9RQ']",Carrie,82,user,67OE--TVCM28rC2CNyigWg,"{'funny': 11, 'useful': 23, 'cool': 15}",2012-03
5.0,{},[],0,[],Greg,1,user,0NCF9t-dhyz69SvoN9wGGQ,"{'funny': 0, 'useful': 0, 'cool': 0}",2012-06
2.64,{},[],0,[],Michael,14,user,lUj35iVh4bqkEBCD7rt6dA,"{'funny': 0, 'useful': 2, 'cool': 1}",2012-02
3.0,{},[],0,[],Daniel,3,user,OV8XvT-t5bneZgpKJrSrZg,"{'funny': 0, 'useful': 0, 'cool': 0}",2011-04
3.0,{},[],0,['t2JrmZXFcg0jB7jLP-rbIQ'],Daniel,2,user,ylqeGfWJCw4JlFT_ik7JeQ,"{'funny': 0, 'useful': 2, 'cool': 0}",2010-09
4.11,"{'note': 1, 'plain': 5, 'hot': 5, 'writer': 3, 'cool': 6}",[],0,"['fFhRNm9YNl5iKMxGI-T0Lg', 'FfMw0m6qvDb1UEMmKtF5-A', 'vrTs9qvS5bVRXEeKyjwCWQ', 'MfhoYW96OfXcjF4TgvxawQ']",Bella,35,user,5-lseWos744OZX-h4tNqTA,"{'funny': 11, 'useful': 33, 'cool': 11}",2009-04
1.0,{},[],0,[],Dan,1,user,eEa6T1DPE8D9vyl8gnmnXw,"{'funny': 0, 'useful': 1, 'cool': 0}",2013-08
3.54,{'plain': 1},[],0,[],Elizabeth,12,user,ZViRZF4rW8HaZrrd2WjfCQ,"{'funny': 1, 'useful': 4, 'cool': 1}",2011-11
1.0,{},[],0,"['-5z0r2fWbge7NQmYrsJ4lw', 'w96m3p_4XLd8pLqD-MtS0w']",Suqi,1,user,lYACWorrZlNQ8tAsrob3YA,"{'funny': 0, 'useful': 1, 'cool': 0}",2011-03
3.589999999999999,"{'funny': 24, 'cute': 4, 'plain': 69, 'writer': 25, 'list': 1, 'note': 29, 'photos': 10, 'hot': 60, 'cool': 74, 'more': 6}","[2009, 2010, 2011, 2012]",23,"['fbRBTl3ZKauNtgRtAHvP_A', 'ARe8Nr_YehB2ubsGJhZ-hg', 'em7RhfSHxGW19L7b2bYtmw', 'qFHOh1DMqJ2Zb_pvqR1Muw', 'UGwYLrnqtE4bcFRfTmASPw', '9b6MrYZom5H7zdk7XoAN8g', 'kXmZ1_UI32iNvZa7rd-ePA', 'smRXj72GYCM5ofg6spDRZA', 'kCTnDWHBiBktXougIKRMtA', 'QoA88ZWh0Gyy8wFTCHppLQ', '4ebsu66rib5Mo3RxP0E1jA', 'ccI52ehTfSM8a7JkPGlPQA', 'Z21X0yNG3Pp_YMXNzjr4PQ', 'wfiQMNpiSojYxoDhZrnchA', 's9P8JRH74CzfFSjJkEfNtg', '7CjXfvnVxL1OJO1Tboq01Q', 'avZ4paLV_zMhUF0XwnB1jg', 'kuP0AMnSGgkLfNSt0wOAgA', 'ab5LMDx_uraOLlIiwfKI2Q', 'fGEaqZXAZC4HfI387BiL9A', 'jUMavejeY959mqMhr-vcgA', 'wRGRYwLSF9P81Urfb9Rxcw', '62xncDIejR5bWZRQQT0i9A', 'doiZ4Y-dwMavRwYtwwdnHA', 'Tthes3FAtCmTDW9LsCL8WA', 'e8GIKGxyEmVIFPdI_g-TxQ', 'tGMgfgBXibTtE_SFtelKNw', 'y0Ic0PNaFMjknZd24NeMQg', 'BZRGP49I5pK2YxZokJWhHw', 'UK1Be04VKd1k2JnScw-_bw', 'zXhAN9iwvttoGPDHMs_FpA', 'xuti50cDNGqj4H0soDUrUw', 'R46LorHj9fF5tnGaKlqocA', 'J1ATkrYS0IUkV4u-bkltgA', 'Gw7hdJwm5-PImSFaz3L-9w', 'zHgmWv6NbwZepUSqA_FlLw', '_FybQYLK8zVZ1xWPdjqMdw', 'YZ4eGWiunUA4ttoD0CmZ7g', 'S5Uhjrf7asQmyktYC3ex6A', 'cxFGENuvGE4c9W5r6KXtMw', '2fdyqZooz7YSZ5vgkDLxxA', '3kjQd7b5_mMHM2rfNbQp2w', 'cea04YzZ3mVfdZM9HLrsVQ', 'Th8R6b_p4kfFQjTMICf7ug', 'GJrGPKF2xxB06Es6aH1VWg', 'Ba9fIJAmGNjFXU2Oc0fyxQ', 'dwo63le7_tiIMJjs7rOXug', 'w-zn18kWWEz8MzEu5UjLIg', 'ZPcczypcxDuWvfn-ek5SwQ', 'tPTQ7dOR63nSkG4bza-lEA', 'iw2b-ya2MuS0QZnVq5_axQ', 'du7uDASoGk4PAz76i-ip8Q', '8DqMpD4TZ_lsCbHQZMSvUw', '54nGGqbqlL5xMLA8dVi5Ew']",Ariza,468,user,uzzFLNQNxQUDT_S0qw9Lxw,"{'funny': 688, 'useful': 1284, 'cool': 670}",2009-03
3.62,"{'plain': 1, 'writer': 1, 'cool': 3}",[],0,"['bRIk0mT3GU51Zsrn2UpKIg', '0DKOUaECDeTdD_DI9b25Vw']",Chris,8,user,K1Qo8BAszNyjxYwqq-2-yg,"{'funny': 2, 'useful': 7, 'cool': 1}",2011-02
5.0,{},[],0,[],Sarah,1,user,ltJUU2LhfxS66q7osOR_8g,"{'funny': 0, 'useful': 0, 'cool': 0}",2012-02
5.0,{},[],0,['92Sp0q7lGwFXXR6WXL5CMA'],Lizz,1,user,-eLsal20ji-ERs2zDoc4EQ,"{'funny': 0, 'useful': 2, 'cool': 0}",2013-01
3.18,"{'note': 1, 'plain': 1, 'writer': 3, 'cool': 1}",[],1,"['5n5jqTsvYUZkJbxA4iJ3_w', '-cHyFolH5Ab84ay2gticIA']",Dave,84,user,6AJPYHZHQYVdmqa8Bxkh0g,"{'funny': 18, 'useful': 66, 'cool': 12}",2010-10
3.609999999999999,"{'profile': 4, 'cute': 3, 'funny': 67, 'plain': 37, 'writer': 13, 'list': 2, 'note': 30, 'photos': 3, 'hot': 89, 'cool': 42, 'more': 2}","[2006, 2007, 2008]",23,"['-6k_vUBna1kzXBjyBOCeqg', 'erzVZkeAaVu3DBJ5LPDMqw', 'B9pKfr27czBbCoAIircZdQ', 'Rq8grR5mxEM610EI9GaL6g', 'HSxydf5uBUVPQiInEpYkYQ', 'CM0saLQmk4oAB17UmQTV-g', 'mzL87ERGHol0bs1n41sgug', 't51FxYOLqwbTSBeyPbHHVQ', 'pW91HUnVz6ssLZ4dY-ztyQ', 'n9ltC5DxMjefffeMfBgcXQ', 'RXgbdp05m0T2zzbmsQgjEA', 'P-lfV8cdAgEOZJkw2dJpsw', 'msN7oDypGb0T65dhObt36Q', 'wpcoiQNbO5x0xkZwKFVUFw', 'Upt8QGZF8LFWRSw3LUopIg', '0BxWPocgVIAzZUBQ_Nrimw', 'niQLnZVEz-E9KtbqFRKWcA', 'y0SRKlzVuvj-mbQtbsWx-A', 'NhP0IQNpZkw6tQ0drfd-qQ', 'R5QmtpSsrQ9mqIxjZIv3uw', 'DH3X4Qj14nIsdeHMFf4xSw', 'TiftBBMFaQIMK-vJaRbZgw', 'm4-iRwRpfInAYfTg3vsSHQ', 'w5A7Ofp2525wzfmM3jmhQw', 'p4Jg_rO_AsCWZGMd_w8xjw', 'AaZdXn0I6F5bdIVwGpxdDA', 'F9T6m1YdRFreyKDufcyoOQ', 'WYWjFF01WzwQNL_whGEkKQ', 's8Om9oHMk8xb_psgxTNeRA', '0Ypfll3kJiL5OrxBBat_Qw', 'fjwtbxx-GgqJ4y3x3yZtkQ']",vicarious,145,user,SZsyiBlY-33yF1R8DeYpKg,"{'funny': 641, 'useful': 412, 'cool': 474}",2006-01
5.0,{},[],0,[],J,1,user,cDhJ_rtDvF-aQvzwBXRPwQ,"{'funny': 0, 'useful': 0, 'cool': 0}",2013-01
4.799999999999999,{},[],0,[],Janeen,6,user,SA-jC71Q6ulay5_Tt6fi3w,"{'funny': 1, 'useful': 4, 'cool': 2}",2012-10
3.58,"{'profile': 3, 'cute': 2, 'funny': 12, 'plain': 15, 'writer': 11, 'note': 4, 'photos': 1, 'hot': 9, 'cool': 8, 'more': 5}","[2013, 2014]",8,"['y3xE_WgrnW_q895svQhx5g', 'fQovfpPn1sOdTQwjCtqPaw', '-AsLXy0hu38XFMeXCuMiWw', 'O5SLx8U9HC5q-Cvec_ORHg', '0qfftO54idymAc-6LPVTbA', 'pDRb-eS7lcBQ__pJz072Ng', 'wHLydvzH5bUt0hQlovTMhQ', 'fi-iwQjPeT-O0-nCjnYcQA', 'AFG-PK4yN3MbxSxj_wfxpg', 'Z6nkP0LZj06M0XwKq3zG8w', '66LkVqpsi0TsLjLLLY_nlA', 'iAr1kvW2FPepumtug_H2_w', 'zs_GJibScPz5Cbz1hoNanQ', 'QRHhPH55LqsTrQOH1qu6pA', '0TtIrM9uBnJB7PmLFkwSqQ', 'usX2N3dfDKX0gtTgRufbUA', 'jeKTJ2MUY3HYlXW0KJ9vng', 'QecPFT0wCMfZPYscDsLIaA', 'e8ZOFtZtjLayfIa_LWbAvw', 'qG66kK46MfouvfoUvunPMg', 'nYkLyWJ-ez810T2gQhqGVg', 'ZtFf2ervN53wKa-NoccTpA', 'XFxghRPLbpnQ6r3FWlI2cQ', 'mWsJve0cbfbm3kGBuhU_iA', 'BfJ0V7ugHxIOgOdjpsDfbw', '_vSplejv6v2fMDhgMARd0Q', 'xSUklmF9LMuPlDKg2PuUog', '7WL-Z0ZpUA-tnXh5hYiOvA', 'LoWaas2pApzFl7ezQZMfxg', '2mW6VvuT5-pZ86Rb48ivGA', 'QWYdmiFRyg0xtokomi6Q9A', 'uBs6-zbx2OWAeoqqn66ksg', 'K1QoD2Bbz1weoaSCr6-flw', 'pGZEQtSj5SgWMWpXPppftg', '8JperMGDcoiad88Y-pu_4Q', 'KuzI4BLzP1gcnbCKL_akSA', 'B0GT7wiucSIjeaiQ6F0q-A', '4IpE-Z-a8wpixcfVOUg9JQ', '2Zk4WRajwhmzAG8M9oWjpg', 'uaLUzD0D__vVA5K-hA2Mcg', 'wZo1kho59T7QboLVjpzoHw', 'YWg-LP9By7GUoMfOrAJxCA', 'ceXhfSdr92yjc7L8LR4LRw', 'MHHWFUc6sFKJZ36BzR-7FA', 'uCyx6PBowPKrBLYcBGxwkA', 'ZQPohHGH1jI6IddVdZQgkA', 'r35RdotSqBO7wy_kyit15g', 'pXMSqGq341qMducHhXZ1vg', '1jmqnpfMF61w1mDdpAP9EA', '3zBKfA8-_fJRagWSTMLVvg', '6tFzlKTqGXul-tLxeaADEQ', 'MZdrSo1NW-o0ySmk9NtCkQ', 'uP1NivNVEtVJ75aQjRkIYg', 'rqfkmiyyIQNZwwmastpTzw', '_7xsKDSau4KoJZLA-8gSag', 'Vxyocg7q-PyUA3wr9WqTzw', '2SKi_foeYjzDK_fuQrBSuA', 'tj3trbtMl3fBbVeOj4y_AA', 'R5EoJtHDggU_-EpNKHoDpA', 'ir0Q0m1AEI4s5JYv4Z8Zww', 'QRzRMJWqPU7KVnTOvuEXsA']",Sally,135,user,avoJi3YDsY5UlxKRfCxp3A,"{'funny': 154, 'useful': 284, 'cool': 140}",2010-11
1.0,{},[],0,[],Janelle,1,user,tuM7ezs94AWYx_DLl5QF_Q,"{'funny': 0, 'useful': 1, 'cool': 0}",2013-02
3.25,"{'note': 1, 'photos': 1, 'writer': 1, 'cool': 2}",[],0,"['O5B7XpsB-He2AVb3enxcag', 'oYTZ2PbYYd2MDbVYUoQpCw']",Alissa,116,user,bNwIBiscrDMZ7pbJ2EURyA,"{'funny': 27, 'useful': 100, 'cool': 18}",2009-08
4.4,{},[],0,[],Cindie,6,user,GPoamUMjUHY6ps6Jgg6ToA,"{'funny': 0, 'useful': 1, 'cool': 0}",2012-07
2.669999999999999,{},[],0,[],Ed,24,user,tj1HLY6fgJUTCyFFTdl-ow,"{'funny': 15, 'useful': 96, 'cool': 3}",2010-03
3.669999999999999,{},[],0,['Yv_spvikEgg_KTSXbPk-fQ'],Ginnifer,3,user,1kc6419aye0KDBV-SH9aGQ,"{'funny': 1, 'useful': 2, 'cool': 1}",2013-04
4.389999999999999,{},[],0,[],nick,17,user,Dt0JEUbDWZuBGyJBRPDnGA,"{'funny': 2, 'useful': 6, 'cool': 3}",2007-08
3.669999999999999,{},[],0,[],Taejo,9,user,PpMGMMuV-gZUc90PIFlKvw,"{'funny': 0, 'useful': 3, 'cool': 0}",2012-01
2.569999999999999,{},[],1,"['3tHLNTg9s5dYH3dzlrDUkA', '4-1y9xG4_lCqxFvpLcLzxw', '9HDGGhevn1q0xrqiFwj8Cw', 'jmhAsKta6lGaKKRoU79_-A']",Brian,7,user,_lCUcHqWos7aafpA_VWhog,"{'funny': 2, 'useful': 15, 'cool': 2}",2010-10
5.0,{},[],0,[],Verna,2,user,H9y_Kjyqbb6cj8XOp_EAwg,"{'funny': 1, 'useful': 0, 'cool': 0}",2013-08
2.0,{},[],0,[],Greg,11,user,b2r0tKyaX3B_kV0zp6ZXOw,"{'funny': 6, 'useful': 27, 'cool': 3}",2012-05
3.6,{},[],0,[],Ryan,5,user,KcMuCXtaOYV-LHcl5YsDgQ,"{'funny': 1, 'useful': 8, 'cool': 2}",2012-04
4.0,{},[],0,['f3dSjgq6SZ6c_O_l0P2o9Q'],Jynx,10,user,wb02kgcQ74lXExNXlI3Bvw,"{'funny': 0, 'useful': 0, 'cool': 0}",2010-02
4.0,{},[],0,[],Amos,1,user,lTGCYmVIfmzf27_pGkvGXA,"{'funny': 0, 'useful': 0, 'cool': 0}",2011-05
3.319999999999999,"{'note': 1, 'plain': 1, 'hot': 1, 'cool': 2}",[],1,"['woeVmTfmKYYyhoRx2MqZDg', 'hBUIDZYRhk5lN3WaoqKT7g', 'dMdCyVMvv495svMKbjLOAQ', 'GVDLZZUwvGmxdW6u6FFUmw']",Andres,45,user,UZNV4Gh1RFuyeRVXNcaX8w,"{'funny': 14, 'useful': 61, 'cool': 5}",2009-06
3.71,"{'plain': 4, 'writer': 1, 'note': 2, 'photos': 1, 'hot': 1, 'cool': 4}",[],0,"['UeX4WEs00L2IYanFS2JArw', 'zc3l8WMgQd7TsFVe4ZaD9A', 'MOhkEdcugORcq4wLOnN7mg', '6PLifSo96zUstcx2TstCaA']",Jan Jeric,45,user,IxhTVLiaYX5HBd0O568-rQ,"{'funny': 13, 'useful': 49, 'cool': 20}",2012-03
4.29,{},[],0,[],Scott,6,user,SgIsixJ_5xqezlKVKUr1xw,"{'funny': 0, 'useful': 5, 'cool': 1}",2011-04
1.0,{},[],0,[],B,1,user,lRAAwerR8ATxR9oppZ4I3w,"{'funny': 0, 'useful': 2, 'cool': 0}",2012-07
3.52,{'hot': 1},[],1,[],Mark,55,user,EF8hWp11TAaFP6D1_KracA,"{'funny': 16, 'useful': 30, 'cool': 15}",2007-07
3.7,"{'note': 1, 'plain': 1}",[],0,[],Jewells,39,user,1Dgd-tsdXaoOEltNUixEJA,"{'funny': 7, 'useful': 21, 'cool': 8}",2012-01
3.529999999999999,"{'note': 3, 'funny': 1}",[],1,"['sQCrEqtcEJBUDx_1hS0YXQ', 'F8pSVQoGWD5qleelrxgQ4g', 'f7Hv9J9GTTXd3XsfRgt3Pw', 'lh1-4Sp3InwVLeKrEw0t4w']",Rick,67,user,fwIXyM_7HFRfkVQMne79AA,"{'funny': 9, 'useful': 48, 'cool': 15}",2010-12
3.58,{},[],0,[],Kristi,13,user,PPseSDmE1GSA5DY-dRy-iQ,"{'funny': 0, 'useful': 7, 'cool': 2}",2011-06
3.799999999999999,{},[],0,[],Melissa,10,user,QdrYIBp_zLbKgGhoX2xsYQ,"{'funny': 0, 'useful': 12, 'cool': 1}",2012-10
4.009999999999999,"{'profile': 1, 'funny': 3, 'cute': 1, 'plain': 22, 'writer': 3, 'list': 1, 'note': 5, 'hot': 6, 'more': 2, 'cool': 11}","[2009, 2010, 2011, 2012, 2013, 2014]",8,"['DrKQzBFAvxhyjLgbPSW2Qw', 'nKoB5cWZHXYUIUcQsUDogA', 'pnPB-HoJghP4u8kONnb6Gw', 'z7xJBaQe_nafil5Paa5Dtg', 'OQsidl3MkGhKdQWTZ77yow', 'QKSokNWCyksGMo-DG7sK2w', 'icf8Tr75xv-QOnI7wZX9Xw', 'eahKMMItTn1D9a0L3AVeDQ']",Karen,409,user,o-TY2As-KBE_z_8Mh8aRwA,"{'funny': 198, 'useful': 354, 'cool': 150}",2008-09
3.12,{},[],0,[],Mark,8,user,cZL2Q5vddjaEYbHpYWmQ-w,"{'funny': 1, 'useful': 2, 'cool': 5}",2009-01
